curve,x,y
pr,1.0,0.371959
pr,1.0,0.372169
pr,1.0,0.372391
pr,1.0,0.372655
pr,1.0,0.372888
pr,1.0,0.373079
pr,1.0,0.373301
pr,1.0,0.373535
pr,1.0,0.373726
pr,1.0,0.373993
pr,1.0,0.374291
pr,1.0,0.374504
pr,1.0,0.374782
pr,1.0,0.37505
pr,1.0,0.375286
pr,1.0,0.37549
pr,1.0,0.375737
pr,1.0,0.375973
pr,1.0,0.376178
pr,1.0,0.376458
pr,1.0,0.376674
pr,1.0,0.376934
pr,1.0,0.377129
pr,1.0,0.377345
pr,1.0,0.377552
pr,1.0,0.37778
pr,1.0,0.377997
pr,1.0,0.378226
pr,1.0,0.378444
pr,1.0,0.37864
pr,1.0,0.378837
pr,1.0,0.379056
pr,1.0,0.379351
pr,1.0,0.379581
pr,1.0,0.379812
pr,1.0,0.380054
pr,1.0,0.380296
pr,1.0,0.380527
pr,1.0,0.380748
pr,1.0,0.380991
pr,1.0,0.38119
pr,1.0,0.3814
pr,1.0,0.381667
pr,1.0,0.381922
pr,1.0,0.382144
pr,1.0,0.382389
pr,1.0,0.382801
pr,1.0,0.383069
pr,1.0,0.383293
pr,1.0,0.383528
pr,1.0,0.383763
pr,1.0,0.38401
pr,1.0,0.384257
pr,1.0,0.384483
pr,1.0,0.38473
pr,1.0,0.38499
pr,1.0,0.385193
pr,1.0,0.385589
pr,1.0,0.385849
pr,1.0,0.386099
pr,1.0,0.38636
pr,1.0,0.386576
pr,1.0,0.38685
pr,1.0,0.387066
pr,1.0,0.387295
pr,1.0,0.387512
pr,1.0,0.387729
pr,1.0,0.388061
pr,1.0,0.388337
pr,1.0,0.388567
pr,1.0,0.38882
pr,1.0,0.389039
pr,1.0,0.389269
pr,1.0,0.38957
pr,1.0,0.389812
pr,1.0,0.390056
pr,1.0,0.390287
pr,1.0,0.390554
pr,1.0,0.390775
pr,1.0,0.391043
pr,1.0,0.391253
pr,1.0,0.391486
pr,1.0,0.391754
pr,1.0,0.392
pr,1.0,0.392222
pr,1.0,0.392469
pr,1.0,0.392797
pr,1.0,0.393091
pr,1.0,0.393339
pr,1.0,0.393563
pr,1.0,0.393799
pr,1.0,0.394035
pr,1.0,0.394283
pr,1.0,0.394556
pr,1.0,0.394829
pr,1.0,0.395042
pr,1.0,0.395423
pr,1.0,0.395649
pr,1.0,0.395876
pr,1.0,0.396187
pr,1.0,0.396414
pr,1.0,0.396629
pr,1.0,0.396893
pr,1.0,0.397157
pr,1.0,0.397385
pr,1.0,0.397614
pr,1.0,0.397843
pr,1.0,0.398096
pr,1.0,0.398398
pr,1.0,0.398676
pr,1.0,0.398919
pr,1.0,0.399173
pr,1.0,0.399392
pr,1.0,0.399635
pr,1.0,0.399866
pr,1.0,0.400122
pr,1.0,0.400415
pr,1.0,0.400696
pr,1.0,0.400989
pr,1.0,0.401222
pr,1.0,0.401467
pr,1.0,0.401688
pr,1.0,0.402008
pr,1.0,0.402279
pr,1.0,0.402513
pr,1.0,0.402748
pr,1.0,0.402995
pr,1.0,0.40323
pr,1.0,0.403466
pr,1.0,0.403875
pr,1.0,0.404124
pr,1.0,0.404348
pr,1.0,0.404572
pr,1.0,0.404809
pr,1.0,0.405134
pr,1.0,0.405396
pr,1.0,0.405709
pr,1.0,0.405948
pr,1.0,0.406274
pr,1.0,0.406501
pr,1.0,0.406752
pr,1.0,0.407017
pr,1.0,0.407345
pr,1.0,0.407611
pr,1.0,0.407839
pr,1.0,0.408092
pr,1.0,0.408333
pr,1.0,0.408587
pr,1.0,0.408829
pr,1.0,0.409071
pr,1.0,0.409301
pr,1.0,0.40953
pr,1.0,0.409773
pr,1.0,0.410144
pr,1.0,0.410388
pr,1.0,0.410709
pr,1.0,0.41094
pr,1.0,0.411185
pr,1.0,0.411481
pr,1.0,0.411726
pr,1.0,0.412023
pr,1.0,0.412359
pr,1.0,0.412709
pr,1.0,0.412982
pr,1.0,0.413255
pr,1.0,0.413489
pr,1.0,0.413737
pr,1.0,0.413984
pr,1.0,0.41435
pr,1.0,0.414625
pr,1.0,0.414874
pr,1.0,0.415162
pr,1.0,0.415478
pr,1.0,0.415767
pr,1.0,0.416017
pr,1.0,0.416294
pr,1.0,0.416545
pr,1.0,0.416836
pr,1.0,0.417088
pr,1.0,0.417326
pr,1.0,0.417578
pr,1.0,0.417831
pr,1.0,0.41811
pr,1.0,0.41835
pr,1.0,0.41863
pr,1.0,0.41887
pr,1.0,0.419124
pr,1.0,0.419419
pr,1.0,0.419727
pr,1.0,0.420022
pr,1.0,0.420318
pr,1.0,0.420574
pr,1.0,0.42083
pr,1.0,0.421073
pr,1.0,0.421343
pr,1.0,0.421627
pr,1.0,0.421898
pr,1.0,0.422183
pr,1.0,0.422455
pr,1.0,0.422795
pr,1.0,0.423053
pr,1.0,0.423353
pr,1.0,0.423613
pr,1.0,0.423859
pr,1.0,0.424147
pr,1.0,0.424407
pr,1.0,0.424681
pr,1.0,0.424943
pr,1.0,0.42519
pr,1.0,0.425507
pr,1.0,0.425755
pr,1.0,0.426004
pr,1.0,0.426281
pr,1.0,0.426544
pr,1.0,0.426793
pr,1.0,0.427085
pr,1.0,0.427335
pr,1.0,0.427641
pr,1.0,0.427892
pr,1.0,0.428199
pr,1.0,0.428464
pr,1.0,0.428772
pr,1.0,0.429024
pr,1.0,0.429319
pr,1.0,0.429614
pr,1.0,0.429895
pr,1.0,0.430177
pr,1.0,0.430444
pr,1.0,0.430741
pr,1.0,0.43101
pr,1.0,0.431279
pr,1.0,0.431605
pr,1.0,0.431888
pr,1.0,0.432144
pr,1.0,0.432415
pr,1.0,0.432685
pr,1.0,0.432942
pr,1.0,0.433213
pr,1.0,0.433514
pr,1.0,0.433772
pr,1.0,0.434073
pr,1.0,0.434345
pr,1.0,0.434705
pr,1.0,0.434978
pr,1.0,0.435238
pr,1.0,0.435541
pr,1.0,0.435801
pr,1.0,0.436134
pr,1.0,0.43641
pr,1.0,0.436714
pr,1.0,0.43699
pr,1.0,0.437281
pr,1.0,0.437544
pr,1.0,0.437865
pr,1.0,0.438142
pr,1.0,0.43842
pr,1.0,0.438728
pr,1.0,0.438992
pr,1.0,0.439315
pr,1.0,0.439609
pr,1.0,0.439918
pr,1.0,0.440228
pr,1.0,0.440509
pr,1.0,0.440775
pr,1.0,0.441086
pr,1.0,0.441367
pr,1.0,0.441664
pr,1.0,0.441932
pr,1.0,0.442244
pr,1.0,0.442527
pr,1.0,0.442826
pr,1.0,0.44317
pr,1.0,0.443454
pr,1.0,0.443739
pr,1.0,0.444009
pr,1.0,0.444324
pr,1.0,0.444655
pr,1.0,0.444941
pr,1.0,0.445228
pr,1.0,0.445515
pr,1.0,0.445787
pr,1.0,0.44606
pr,1.0,0.446348
pr,1.0,0.446636
pr,1.0,0.446986
pr,1.0,0.447321
pr,1.0,0.447626
pr,1.0,0.447916
pr,1.0,0.448191
pr,1.0,0.448482
pr,1.0,0.448788
pr,1.0,0.44908
pr,1.0,0.449403
pr,1.0,0.449695
pr,1.0,0.449973
pr,1.0,0.450266
pr,1.0,0.450606
pr,1.0,0.4509
pr,1.0,0.451178
pr,1.0,0.451473
pr,1.0,0.451768
pr,1.0,0.452064
pr,1.0,0.452375
pr,1.0,0.452687
pr,1.0,0.452968
pr,1.0,0.453265
pr,1.0,0.453547
pr,1.0,0.453829
pr,1.0,0.454143
pr,1.0,0.454473
pr,1.0,0.454756
pr,1.0,0.45504
pr,1.0,0.45534
pr,1.0,0.45564
pr,1.0,0.455925
pr,1.0,0.45621
pr,1.0,0.456511
pr,1.0,0.456797
pr,1.0,0.457099
pr,1.0,0.457386
pr,1.0,0.457689
pr,1.0,0.458008
pr,1.0,0.458312
pr,1.0,0.4586
pr,1.0,0.458888
pr,1.0,0.459177
pr,1.0,0.459466
pr,1.0,0.459804
pr,1.0,0.460191
pr,1.0,0.460481
pr,1.0,0.460772
pr,1.0,0.461096
pr,1.0,0.461387
pr,1.0,0.461712
pr,1.0,0.462069
pr,1.0,0.462362
pr,1.0,0.462737
pr,1.0,0.463063
pr,1.0,0.463357
pr,1.0,0.463651
pr,1.0,0.463963
pr,1.0,0.464274
pr,1.0,0.464586
pr,1.0,0.464882
pr,1.0,0.465212
pr,1.0,0.465509
pr,1.0,0.465806
pr,1.0,0.466137
pr,1.0,0.466501
pr,1.0,0.466816
pr,1.0,0.467131
pr,1.0,0.467447
pr,1.0,0.467814
pr,1.0,0.468114
pr,1.0,0.468431
pr,1.0,0.468749
pr,1.0,0.469084
pr,1.0,0.469386
pr,1.0,0.469705
pr,1.0,0.470024
pr,1.0,0.470344
pr,1.0,0.470647
pr,1.0,0.470968
pr,1.0,0.471272
pr,1.0,0.471577
pr,1.0,0.471882
pr,1.0,0.472255
pr,1.0,0.472578
pr,1.0,0.472953
pr,1.0,0.473259
pr,1.0,0.473635
pr,1.0,0.473943
pr,1.0,0.474268
pr,1.0,0.474576
pr,1.0,0.474885
pr,1.0,0.475194
pr,1.0,0.475504
pr,1.0,0.475814
pr,1.0,0.476125
pr,1.0,0.47647
pr,1.0,0.476782
pr,1.0,0.477094
pr,1.0,0.477406
pr,1.0,0.477736
pr,1.0,0.478066
pr,1.0,0.478432
pr,1.0,0.478763
pr,1.0,0.479078
pr,1.0,0.479393
pr,1.0,0.479708
pr,1.0,0.480076
pr,1.0,0.480392
pr,1.0,0.480744
pr,1.0,0.481061
pr,1.0,0.481378
pr,1.0,0.481731
pr,1.0,0.48205
pr,1.0,0.482368
pr,1.0,0.482705
pr,1.0,0.483061
pr,1.0,0.483434
pr,1.0,0.483755
pr,1.0,0.484075
pr,1.0,0.484397
pr,1.0,0.484737
pr,1.0,0.485077
pr,1.0,0.4854
pr,1.0,0.485723
pr,1.0,0.486046
pr,1.0,0.48637
pr,1.0,0.486695
pr,1.0,0.48702
pr,1.0,0.487345
pr,1.0,0.487671
pr,1.0,0.488015
pr,1.0,0.488342
pr,1.0,0.488669
pr,1.0,0.489033
pr,1.0,0.489361
pr,1.0,0.489762
pr,1.0,0.490128
pr,1.0,0.490476
pr,1.0,0.490806
pr,1.0,0.491155
pr,1.0,0.491485
pr,1.0,0.491817
pr,1.0,0.492149
pr,1.0,0.492481
pr,1.0,0.492832
pr,1.0,0.493165
pr,1.0,0.493517
pr,1.0,0.49387
pr,1.0,0.494223
pr,1.0,0.494558
pr,1.0,0.494912
pr,1.0,0.495248
pr,1.0,0.495603
pr,1.0,0.49594
pr,1.0,0.496278
pr,1.0,0.496615
pr,1.0,0.496972
pr,1.0,0.49733
pr,1.0,0.497669
pr,1.0,0.498047
pr,1.0,0.498387
pr,1.0,0.498747
pr,1.0,0.499164
pr,1.0,0.499506
pr,1.0,0.499867
pr,1.0,0.500209
pr,1.0,0.500591
pr,1.0,0.500954
pr,1.0,0.501298
pr,0.999924,0.501624
pr,0.999848,0.501969
pr,0.999772,0.502315
pr,0.999772,0.50268
pr,0.999772,0.503046
pr,0.999772,0.503509
pr,0.999772,0.503934
pr,0.999695,0.504264
pr,0.999695,0.504613
pr,0.999619,0.504982
pr,0.999619,0.505332
pr,0.999543,0.505663
pr,0.999467,0.506014
pr,0.999467,0.506424
pr,0.999467,0.506776
pr,0.999467,0.507188
pr,0.999315,0.507463
pr,0.999239,0.507857
pr,0.999239,0.508211
pr,0.999086,0.508488
pr,0.998934,0.508765
pr,0.998705,0.509024
pr,0.998477,0.509283
pr,0.997792,0.509329
pr,0.997487,0.50957
pr,0.996954,0.509654
pr,0.996497,0.509798
pr,0.996116,0.509961
pr,0.995431,0.509968
pr,0.994898,0.510073
pr,0.994289,0.510139
pr,0.993603,0.510186
pr,0.992918,0.510193
pr,0.99269,0.510515
pr,0.992233,0.51066
pr,0.992004,0.510943
pr,0.991243,0.510911
pr,0.990557,0.510939
pr,0.990101,0.511105
pr,0.989491,0.511233
pr,0.988806,0.511261
pr,0.988197,0.511308
pr,0.987435,0.511317
pr,0.986902,0.511424
pr,0.985988,0.511334
pr,0.985151,0.511283
pr,0.984313,0.511273
pr,0.983399,0.511162
pr,0.982638,0.51113
pr,0.981952,0.511138
pr,0.981267,0.511146
pr,0.980582,0.511154
pr,0.979973,0.511263
pr,0.979059,0.511152
pr,0.978526,0.511239
pr,0.977688,0.511168
pr,0.976927,0.511156
pr,0.976089,0.511085
pr,0.975175,0.511014
pr,0.974414,0.511022
pr,0.973728,0.51103
pr,0.973043,0.511038
pr,0.972281,0.511047
pr,0.971368,0.510996
pr,0.970378,0.510926
pr,0.969692,0.510995
pr,0.968779,0.510883
pr,0.967712,0.510751
pr,0.966494,0.510498
pr,0.96558,0.510385
pr,0.965123,0.510534
pr,0.964286,0.510481
pr,0.963372,0.510471
pr,0.962306,0.510277
pr,0.96124,0.510082
pr,0.960707,0.51017
pr,0.959869,0.510097
pr,0.959108,0.510105
pr,0.958194,0.510073
pr,0.957204,0.509981
pr,0.956366,0.509907
pr,0.955452,0.509792
pr,0.954691,0.509862
pr,0.953777,0.509747
pr,0.95332,0.509939
pr,0.952559,0.509968
pr,0.951569,0.509833
pr,0.950579,0.509843
pr,0.950122,0.510056
pr,0.949284,0.510024
pr,0.948599,0.510136
pr,0.947761,0.510145
pr,0.946771,0.509988
pr,0.945857,0.509872
pr,0.944791,0.509695
pr,0.943878,0.509663
pr,0.942964,0.509672
pr,0.942126,0.509765
pr,0.941136,0.509734
pr,0.940527,0.511492
pr,0.939156,0.5117
pr,0.937481,0.511594
pr,0.933978,0.511745
pr,0.925906,0.511872
pr,0.924916,0.513855
pr,0.922632,0.514939
pr,0.920652,0.515895
pr,0.919586,0.521124
pr,0.907554,0.521233
pr,0.89834,0.522662
pr,0.894532,0.531418
pr,0.884328,0.535952
pr,0.86095,0.536058
pr,0.857904,0.536374
pr,0.815032,0.527631
pr,0.811301,0.531001
pr,0.756777,0.523493
pr,0.751523,0.523305
pr,0.720911,0.520108
pr,0.718702,0.520287
pr,0.713905,0.529751
pr,0.69502,0.525476
pr,0.687481,0.524762
pr,0.674231,0.523472
pr,0.665169,0.539831
pr,0.65527,0.537913
pr,0.642019,0.534216
pr,0.632805,0.536441
pr,0.610798,0.541374
pr,0.607067,0.54543
pr,0.591532,0.542117
pr,0.59039,0.545256
pr,0.588486,0.559028
pr,0.586278,0.559887
pr,0.58049,0.564123
pr,0.57318,0.57749
pr,0.561681,0.576565
pr,0.551477,0.585165
pr,0.549269,0.590939
pr,0.54173,0.597213
pr,0.512184,0.587475
pr,0.508605,0.598906
pr,0.504341,0.602146
pr,0.498096,0.602857
pr,0.492613,0.604975
pr,0.47944,0.60042
pr,0.474414,0.602631
pr,0.464819,0.600197
pr,0.463296,0.601959
pr,0.453472,0.598492
pr,0.451645,0.599091
pr,0.439613,0.599232
pr,0.434892,0.601031
pr,0.421033,0.603208
pr,0.415245,0.600815
pr,0.412275,0.602493
pr,0.408239,0.601279
pr,0.407173,0.605481
pr,0.399711,0.601743
pr,0.392019,0.598605
pr,0.390573,0.599112
pr,0.38905,0.601625
pr,0.387755,0.602105
pr,0.386461,0.603664
pr,0.383643,0.604947
pr,0.382348,0.605158
pr,0.380749,0.605547
pr,0.377932,0.606205
pr,0.376713,0.607814
pr,0.373515,0.607656
pr,0.370317,0.605981
pr,0.369555,0.607765
pr,0.36156,0.602921
pr,0.357752,0.603623
pr,0.353488,0.601451
pr,0.352422,0.603547
pr,0.350594,0.602697
pr,0.34869,0.602897
pr,0.345949,0.605007
pr,0.341456,0.603012
pr,0.33841,0.604297
pr,0.332242,0.601295
pr,0.329881,0.601834
pr,0.323104,0.598786
pr,0.318306,0.601612
pr,0.316631,0.60436
pr,0.316098,0.605809
pr,0.315413,0.606709
pr,0.313814,0.607459
pr,0.311681,0.608172
pr,0.309245,0.607661
pr,0.303457,0.605715
pr,0.302163,0.608123
pr,0.30003,0.611042
pr,0.298964,0.611526
pr,0.292568,0.608971
pr,0.288227,0.606668
pr,0.284572,0.605378
pr,0.283506,0.615677
pr,0.282288,0.617319
pr,0.280003,0.621115
pr,0.279089,0.62277
pr,0.278023,0.626029
pr,0.275358,0.624741
pr,0.274444,0.624935
pr,0.271855,0.625657
pr,0.270637,0.631261
pr,0.268961,0.633202
pr,0.268124,0.636134
pr,0.261727,0.638848
pr,0.260052,0.639154
pr,0.257463,0.638768
pr,0.252361,0.636573
pr,0.251218,0.636996
pr,0.248782,0.643744
pr,0.247563,0.644912
pr,0.246726,0.649038
pr,0.245126,0.650434
pr,0.241776,0.648754
pr,0.23873,0.65082
pr,0.235836,0.649266
pr,0.233247,0.649491
pr,0.229973,0.647374
pr,0.227383,0.648285
pr,0.22586,0.648731
pr,0.223576,0.650421
pr,0.22152,0.64933
pr,0.219159,0.652608
pr,0.217865,0.653943
pr,0.212763,0.650979
pr,0.209031,0.648629
pr,0.206975,0.650395
pr,0.205376,0.650507
pr,0.20134,0.649631
pr,0.199741,0.649257
pr,0.194411,0.653945
pr,0.192659,0.65544
pr,0.191822,0.657702
pr,0.188395,0.663449
pr,0.186567,0.662879
pr,0.183217,0.663541
pr,0.178191,0.658228
pr,0.176592,0.660496
pr,0.174079,0.65936
pr,0.169053,0.654481
pr,0.164864,0.649955
pr,0.162275,0.652081
pr,0.158087,0.649765
pr,0.155803,0.65097
pr,0.153975,0.649326
pr,0.144152,0.636731
pr,0.137146,0.635722
pr,0.136308,0.639057
pr,0.129302,0.628656
pr,0.127856,0.628839
pr,0.121002,0.620461
pr,0.117271,0.618226
pr,0.114682,0.61696
pr,0.110417,0.611298
pr,0.107447,0.607666
pr,0.101965,0.599642
pr,0.099147,0.597248
pr,0.095797,0.597909
pr,0.092217,0.589581
pr,0.090314,0.591521
pr,0.087268,0.584396
pr,0.086125,0.594637
pr,0.082166,0.590586
pr,0.080262,0.588498
pr,0.077292,0.582329
pr,0.074398,0.578107
pr,0.072571,0.579684
pr,0.071048,0.577709
pr,0.06785,0.569693
pr,0.065108,0.56213
pr,0.062519,0.565427
pr,0.061072,0.561625
pr,0.059778,0.561516
pr,0.056732,0.551036
pr,0.055056,0.546073
pr,0.054066,0.544896
pr,0.051934,0.538279
pr,0.05102,0.537721
pr,0.05003,0.537643
pr,0.047213,0.524535
pr,0.045766,0.519896
pr,0.043634,0.51024
pr,0.043025,0.514572
pr,0.041654,0.508837
pr,0.040359,0.503802
pr,0.039217,0.506391
pr,0.037999,0.502012
pr,0.036628,0.496388
pr,0.035257,0.489947
pr,0.034039,0.483243
pr,0.033201,0.482835
pr,0.032135,0.478458
pr,0.030612,0.470175
pr,0.029394,0.461171
pr,0.028252,0.452991
pr,0.026805,0.441656
pr,0.025358,0.428571
pr,0.024368,0.421607
pr,0.022997,0.409769
pr,0.021322,0.391608
pr,0.020027,0.377874
pr,0.018885,0.365782
pr,0.017743,0.355183
pr,0.016601,0.343307
pr,0.015611,0.332253
pr,0.014545,0.32047
pr,0.013479,0.310526
pr,0.011956,0.285974
pr,0.011042,0.277778
pr,0.009823,0.259557
pr,0.008681,0.24307
pr,0.007767,0.228188
pr,0.006777,0.213942
pr,0.005787,0.195876
pr,0.004797,0.174515
pr,0.003731,0.145401
pr,0.002894,0.125413
pr,0.001904,0.088339
pr,0.001218,0.061303
pr,0.000685,0.03719
pr,0.000457,0.02765
pr,0.000381,0.025381
pr,0.000381,0.028736
pr,0.000305,0.025806
pr,0.000228,0.022388
pr,7.6e-05,0.008929
pr,7.6e-05,0.011364
pr,7.6e-05,0.016667
pr,0.0,0.0
